Account,Line Item,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,IsAccountRow,Scenario,Year
4001,  Core,1988156.75,2010570.59,2234787.0,2235771.85,2204712.71,2403487.44,2398389.39,2145918.44,2059420.0,2261018.43,2478453.29,2320531.83,26741217.58,True,Actual,2022
4002,  Pro,1493006.36,,1707887.0,1607252.35,1736536.67,1766549.18,1717148.85,1717339.83,1629376.84,1799993.82,1785549.66,1770210.24,20302456.15,True,Actual,2022
4010,  Services,872544.4,901025.75,998236.55,943830.92,1028405.57,973331.78,963712.95,957407.2,953733.3300000001,1032112.38,953462.1799999999,1120937.53,11698740.54,True,Actual,2022
,Total Revenue,4353708.0,4483201.62,,4786855.12,4969654.95,5143368.4,5079251.19,4820665.47,4642530.390000001,5093124.63,5217465.13,,58742414.0,False,Actual,2022
,COST OF GOODS SOLD (COGS),,,,,,,,,,,,,,False,Actual,2022
5001,  Materials,,-1234422.51,,,-1362974.12,-1423942.0,-1407890.16,-1344924.47,-1275081.55,-1431685.61,-1461172.86,-1449411.74,-16275759.55,True,Actual,2022
5002,  Direct Labor,-519346.52,-526416.28,-590143.8,-565208.0,-594901.36,-605411.0,-604321.01,-572205.17,-549089.66,-611780.35,-624059.27,-608012.07,-6970895.1,True,Actual,2022
5003,  Freight & Logistics,-201091.37,-202365.0,-224363.0,-220212.36,-234728.66,-228374.53,-230257.91,-220162.25,-212183.0,-233572.0,-232764.16,-230871.29,-2670945.0,True,Actual,2022
,Total COGS,-1910419.71,-1963204.0,-2188781.28,-2105418.64,,-2257727.75,-2242469.08,-2137291.89,-2036354.0,-2277038.14,-2317996.0,-2288295.1,-25917599.89,False,Actual,2022
,Gross Profit,2443287.8,2519997.97,2752128.98,2681436.48,2777050.81,2885640.65,,2683373.58,2606176.0,2816086.49,2899468.84,2923384.5,32824814.0,False,Actual,2022
,OPERATING EXPENSES (OPEX),,,,,,,,,,,,,,False,Actual,2022
6001,  Salaries & Wages,-929572.0,-930317.98,-909994.4,-917334.35,-939156.1799999999,-928214.5,-935982.18,-950681.5399999999,-932711.0,-940330.29,-935326.32,-936763.41,-11186385.0,True,Actual,2022
6002,  Payroll Taxes,-130140.14,-130244.51,-127399.22,-128427.0,-131481.87,-129950.0,-131038.0,-133095.0,-130579.59,-131646.23,-130945.68,-131147.0,-1566093.89,True,Actual,2022
6003,  Rent,-57759.7,-58073.0,,-58444.19,-58215.13,-58339.96,,-58328.28,-58497.6,-58579.62,-58078.66,-58328.0,,True,Actual,2022
6004,  Marketing,-289230.49,-283608.96,-328874.0,-314322.6,-313027.0,-331604.21,-335740.0,-303534.59,-299617.89,-340527.0,-342907.69,-326928.0,-3809921.71,True,Actual,2022
6005,  Software & Subscriptions,-28576.86,-28635.57,-28720.0,-28639.89,-29203.51,-28889.88,-28732.0,-28492.03,-28430.33,-27833.77,-28294.53,-29174.71,-343623.43,True,Actual,2022
6006,  Travel,-82105.95999999999,-88966.0,-97524.92,-95713.27,-97315.67,-104468.86,-109854.95,-92456.0,-97836.63,-99196.0,-111154.0,-105502.81,-1182095.0,True,Actual,2022
,Total Operating Expenses,-1517385.53,-1519845.45,-1551185.47,,-1568399.32,-1581467.0,-1599469.37,-1566588.0,,-1598112.54,-1606706.87,-1587843.29,-18787557.0,False,Actual,2022
,EBITDA,925902.2699999998,1000152.52,1200943.51,1138555.37,1208651.49,1304173.2,1237312.74,1116785.97,1058502.730000001,1217974.0,1292762.0,1335541.21,14037256.93,False,Actual,2022
,OTHER INCOME / (EXPENSE),,,,,,,,,,,,,,False,Actual,2022
7001,  Interest Income,2915.02,3439.27,3075.0,3130.52,3448.1,2968.0,2751.0,2617.61,2537.66,2922.09,3196.0,,35766.74,True,Actual,2022
7002,  Interest Expense,-4048.23,-4033.23,-4028.15,,-4308.06,-4447.700000000001,-3784.45,-3781.33,-4018.78,-4503.51,-4154.68,-5055.93,-50998.03000000001,True,Actual,2022
,Total Other,-1133.21,-594.0,-953.3299999999995,-1703.46,,-1480.0,-1033.45,-1163.72,-1481.12,-1581.42,-959.0,-2289.150000000001,-15231.29,False,Actual,2022
,Net Income,924769.0,999558.5600000003,1199990.179999999,1136851.91,1207792.0,1302693.35,1236279.0,1115622.25,1057021.610000001,1216393.0,1291803.31,1333252.0,14022025.64,False,Actual,2022
