Account,Line Item,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,IsAccountRow,Scenario,Year
4001,  Core,1550375.61,1611460.89,1767868.13,1060327.33,1065571.0,1056733.02,1748126.6,1775536.85,1654749.19,1760545.6,1805132.29,1823158.77,18679585.12,True,Actual,2020
4002,  Pro,1182176.25,,1319564.39,801554.5,794270.52,879808.61,1390132.0,1299670.63,1319008.2,1339415.44,1408171.0,1441350.01,14449759.67,True,Actual,2020
4010,  Services,692904.0,694300.4,818181.58,467586.0,468207.88,474343.0,803199.11,777895.19,720058.2,742690.11,,802814.04,8293483.85,True,Actual,2020
,Total Revenue,3425455.83,3580400.0,3905614.100000001,2329467.89,2328049.24,2410884.76,3941457.0,3853102.67,3693815.59,3842651.15,4044607.05,4067322.82,41422828.64,False,Actual,2020
,COST OF GOODS SOLD (COGS),,,,,,,,,,,,,,False,Actual,2020
5001,  Materials,-886051.8200000001,-919338.65,-999020.26,-619629.0,-609641.14,-634903.65,-1035802.75,-992925.3999999999,-962587.16,-999024.65,-1038497.77,-1084208.28,-10781630.99,True,Actual,2020
5002,  Direct Labor,-401701.0,-421742.34,-459087.0,-277224.0,-275972.15,-280222.25,-464800.0,-453999.26,-437253.86,-452585.65,-477374.89,-481115.17,-4883076.55,True,Actual,2020
5003,  Freight & Logistics,,-152543.78,-161215.31,-99722.72,-98600.95,-99320.63,-167181.4,-163817.65,-155255.18,-164367.96,-174450.73,-173772.18,-1758072.36,True,Actual,2020
,Total COGS,-1435576.22,-1493624.77,,-996575.6799999999,-984214.24,-1014447.0,-1667784.55,-1610742.31,-1555096.2,-1615978.26,,-1739096.0,-17422779.9,False,Actual,2020
,Gross Profit,1989880.0,,2286291.98,1332892.21,1343835.0,1396438.23,2273672.89,2242360.0,2138719.0,2226673.0,2354284.0,2328227.19,24000048.74,False,Actual,2020
,OPERATING EXPENSES (OPEX),,,,,,,,,,,,,,False,Actual,2020
6001,  Salaries & Wages,-802479.86,-829506.39,-826317.5700000001,-824325.54,-809341.99,-836626.0,-812324.79,-828490.42,-823439.7,-823400.74,-824081.99,-827544.93,,True,Actual,2020
6002,  Payroll Taxes,-112347.19,-116130.88,-115684.46,-115405.58,-113307.89,-117128.0,-113725.47,-115988.66,-115281.55,-115276.1,-115371.49,,-1381503.0,True,Actual,2020
6003,  Rent,-53754.3,-54083.0,-53749.6,-54173.92,-53854.02,-53518.39,-53824.75,-54262.3,-54632.75999999999,-53986.0,-54205.66,-54150.0,-648194.55,True,Actual,2020
6004,  Marketing,-185433.33,-199510.18,-205747.47,-130307.92,-128522.69,-122579.5,-224321.0,-204619.58,-213656.95,,-227455.0,-228193.26,-2278658.57,True,Actual,2020
6005,  Software & Subscriptions,-26537.78,-26251.46,-26300.84,-26072.12,-26758.22,-26843.19,-26958.98,-25947.87,-26654.71,-26611.5,-26207.8,-25901.82,-317046.29,True,Actual,2020
6006,  Travel,-34527.13,-35923.47,-37450.96,-12121.26,-14990.19,-13083.37,-41548.52,-32178.46,-41747.71,-36605.65,-41749.63,-38300.94,-380227.0,True,Actual,2020
,Total Operating Expenses,-1215079.59,-1261405.27,-1265250.9,-1162406.34,-1146775.0,-1169777.65,,-1261487.29,-1275413.38,-1264191.93,-1289071.59,-1289947.35,-14873509.36,False,Actual,2020
,EBITDA,774800.0199999996,825370.06,1021041.08,170485.8700000001,197060.0000000002,226660.5799999998,1000969.82,980873.0700000001,863306.0,962480.96,1065212.0,1038279.84,9126539.379999999,False,Actual,2020
,OTHER INCOME / (EXPENSE),,,,,,,,,,,,,,False,Actual,2020
7001,  Interest Income,2825.99,2514.31,3207.0,3400.55,3507.84,2943.98,2640.0,3323.16,2688.76,2584.0,2488.81,2776.02,34900.08,True,Actual,2020
7002,  Interest Expense,-3544.53,-4027.83,-3604.0,-3471.5,-3562.43,-3236.91,-3613.08,-3720.4,,-4419.83,,-3743.76,-44361.11,True,Actual,2020
,Total Other,-718.54,-1513.52,-396.2000000000003,-70.94999999999982,-54.58999999999969,-292.9299999999998,-974.0,-397.2399999999998,-1504.91,-1836.08,-734.7600000000002,,-9461.029999999999,False,Actual,2020
,Net Income,774081.0,823856.54,1020645.0,170414.9200000001,197005.4100000002,226367.6499999998,999996.0,980475.8300000001,861801.0999999997,960644.88,1064477.31,1037312.1,9117078.0,False,Actual,2020
