Account,Line Item,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,IsAccountRow,Scenario,Year
4001,  Core,1694282.99,1778017.72,1968219.96,1176111.62,,1165712.0,1919608.44,1966118.42,1813649.8,1938712.38,1996180.6,2023975.34,20629407.16,True,Budget,2020
4002,  Pro,1305145.0,1416389.0,1462680.29,898270.0,879336.78,965678.22,1536967.59,1433897.75,1445032.9,1510398.36,1562550.39,1574569.0,15990914.72,True,Budget,2020
4010,  Services,,,917426.3400000001,521940.28,516319.16,526373.44,893605.1100000001,860788.73,792701.54,826245.47,930065.05,876082.0,9192618.879999999,True,Budget,2020
,Total Revenue,3767631.74,3957274.0,4348327.0,2596321.68,2584474.02,2657763.47,4350181.140000001,4260804.9,4051384.24,4275356.21,4488796.0,4474626.47,45812941.0,False,Budget,2020
,COST OF GOODS SOLD (COGS),,,,,,,,,,,,,,False,Budget,2020
5001,  Materials,-986636.11,-1038694.75,-1133444.2,-677402.74,-676215.0,-695412.16,-1136087.56,-1115630.0,-1058297.0,-1129340.0,-1173927.97,-1174002.8,-11995090.07,True,Budget,2020
5002,  Direct Labor,-443999.57,-467717.04,-511781.41,-306216.07,-304002.14,-315231.91,-515109.07,-503571.73,-479804.26,-505827.97,-526900.85,-531362.74,-5411524.76,True,Budget,2020
5003,  Freight & Logistics,-157629.05,-169144.04,-181721.0,-107578.4,-108649.0,-113225.27,-183455.7,-179807.21,-171258.17,-181129.64,-191650.0,-187702.0,-1932949.58,True,Budget,2020
,Total COGS,-1588264.73,-1675555.83,-1826946.57,-1091197.0,-1088866.87,-1123869.0,-1834652.0,-1799009.0,-1709359.37,-1816297.26,-1892478.33,-1893067.82,-19339564.41,False,Budget,2020
,Gross Profit,2179367.01,2281718.43,,1505124.47,1495607.15,1533894.13,2515528.810000001,2461796.15,2342024.87,2459058.95,2596318.0,2581559.0,26473376.35,False,Budget,2020
,OPERATING EXPENSES (OPEX),,,,,,,,,,,,,,False,Budget,2020
6001,  Salaries & Wages,-820106.38,-842584.79,-841760.19,-847341.5,-829207.0,-849451.31,-829950.0,-850733.97,-841467.09,-837962.97,-840941.55,-848140.14,,True,Budget,2020
6002,  Payroll Taxes,-114814.9,-117961.88,-117846.42,-118627.82,-116088.93,-118923.19,-116193.02,-119102.75,-117805.38,-117314.83,-117732.0,-118740.0,-1411150.55,True,Budget,2020
6003,  Rent,-53915.62,-53818.12,-53914.37,-53904.89,-54049.74000000001,-54146.0,-53716.0,-54411.21,-53835.85,-53911.66,-54004.54,-53859.0,-647487.0,True,Budget,2020
6004,  Marketing,-266424.53,-295969.68,-314059.95,-187897.91,-192343.9,-193881.95,-325227.25,-308145.47,-289978.23,-308479.0,-323706.59,-318968.0,-3325082.2,True,Budget,2020
6005,  Software & Subscriptions,-26521.66,-26358.17,-26191.07,-26530.92,-26748.31,-26454.67,-26471.36,-26527.0,-26388.64,-26871.88,-26324.18,-26494.0,-317881.66,True,Budget,2020
6006,  Travel,-74798.42,-77597.99,-87129.68,-50784.32,-52811.38,-53622.61,-89525.12,-85165.5,-80507.0,-83970.0,-85241.94,-91873.02,-913026.8200000001,True,Budget,2020
,Total Operating Expenses,-1356582.0,-1414291.0,-1440902.0,-1285087.36,-1271248.82,-1296479.56,-1441083.12,-1444085.95,-1409982.24,-1428510.31,-1447951.0,-1458072.95,-16694274.75,False,Budget,2020
,EBITDA,822785.0,867427.7999999998,1080478.34,220037.1100000001,224358.3299999996,237414.5700000001,1074446.0,1017710.0,932042.6300000004,1030548.64,1148367.09,1123485.699999999,9779101.600000001,False,Budget,2020
,OTHER INCOME / (EXPENSE),,,,,,,,,,,,,,False,Budget,2020
7001,  Interest Income,3492.0,3393.38,3125.01,3234.0,3246.02,3098.65,3092.68,2795.85,2899.97,2875.0,2972.0,3420.55,37646.82000000001,True,Budget,2020
7002,  Interest Expense,-3535.44,-3853.53,-3669.55,-4024.55,,,-3674.82,-3481.45,-3588.65,-3802.0,-3586.82,-3380.0,-43957.81,True,Budget,2020
,Total Other,-42.95000000000027,-460.1499999999996,-544.54,-790.0,-434.8099999999999,-581.52,-582.1399999999994,-685.5999999999999,-688.6799999999998,-927.0300000000002,-614.3599999999997,40.93000000000029,-6310.989999999999,False,Budget,2020
,Net Income,,866967.6499999998,,219246.9700000001,223923.5199999996,236833.0500000001,1073863.550000001,1017024.6,931354.0,1029621.61,1147752.73,1123527.0,9772791.0,False,Budget,2020
