Account,Line Item,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,IsAccountRow,Scenario,Year
4001,  Core,2022801.12,2073435.02,2276192.0,2262535.39,2214528.75,2395416.1,2496739.0,2176281.98,2070792.3,2299203.51,2533139.63,2390532.94,27211597.08,True,Budget,2022
4002,  Pro,1505706.37,1614097.38,1757481.98,1618856.56,1759170.18,1775181.01,1745090.06,1759200.16,1655471.0,1849880.0,1797497.05,1823614.66,20661245.51,True,Budget,2022
4010,  Services,894219.2999999999,943360.4099999999,1001867.02,954293.95,1049901.25,1007425.55,964027.27,978203.17,960716.6100000001,1062843.0,966358.71,1151159.62,11934375.82,True,Budget,2022
,Total Revenue,4422726.79,4630893.0,5035540.64,4835685.9,5023600.18,5178022.66,5205856.029999999,4913685.31,4686980.0,5211925.97,5296995.39,5365307.0,,False,Budget,2022
,COST OF GOODS SOLD (COGS),,,,,,,,,,,,,,False,Budget,2022
5001,  Materials,-1150149.78,-1215975.99,-1322942.38,-1257302.0,-1305175.0,-1358272.0,-1364815.25,-1292650.92,-1218130.57,-1360314.58,-1399081.52,-1390217.92,-15635027.21,True,Budget,2022
5002,  Direct Labor,-519339.38,-547135.0,-594369.8099999999,-568602.77,-591022.5,-615073.09,-615627.04,-579507.0,-553938.53,-616822.6900000001,-630158.3300000001,-635237.33,-7066832.970000001,True,Budget,2022
5003,  Freight & Logistics,-187671.6,-194576.0,,-201817.5,-210771.95,-216515.28,-221392.12,-210299.9,-198985.33,-220201.01,-224199.51,-221670.77,-2520953.0,True,Budget,2022
,Total COGS,-1857160.76,-1957686.95,,-2027721.88,-2106969.58,-2189860.0,-2201834.41,-2082457.65,-1971054.43,-2197338.0,-2253439.36,-2247126.02,-25222813.45,False,Budget,2022
,Gross Profit,,,2905376.439999999,2807964.02,2916630.6,2988162.73,3004021.619999999,2831227.66,2715925.080000001,3014587.689999999,3043556.029999999,3118181.2,34584404.96,False,Budget,2022
,OPERATING EXPENSES (OPEX),,,,,,,,,,,,,,False,Budget,2022
6001,  Salaries & Wages,-943693.23,-952452.0,-938330.53,-925157.42,-965484.52,-951029.28,-956584.78,-968817.49,-955520.58,-956358.0,-956961.12,-945778.84,-11416168.09,True,Budget,2022
6002,  Payroll Taxes,-132117.05,-133343.34,-131366.27,-129522.05,-135167.81,-133144.1,-133921.87,-135634.45,-133772.88,-133890.11,-133974.55,-132409.04,-1598263.52,True,Budget,2022
6003,  Rent,-57958.84,-58757.37,-58141.62,-58300.89999999999,-58170.32,-58367.0,-58445.22,,-58261.6,-58308.1,-58500.0,-58367.63,-700087.0,True,Budget,2022
6004,  Marketing,-312996.12,-328901.0,-351334.76,-343663.34,-366224.0,-376061.11,-367243.43,-356188.0,-347006.0,-374483.96,-391578.94,-382780.5,-4298461.380000001,True,Budget,2022
6005,  Software & Subscriptions,-28769.31,-28498.0,-28848.87,-28603.93,-28645.0,-28580.31,-28866.0,-28298.72,-28548.47,,-28547.52,-28587.72,-343849.83,True,Budget,2022
6006,  Travel,-87861.38,-93768.52,-106226.85,-96748.29,-101898.04,-104016.82,-107656.47,-99713.84,-91005.19,-102745.65,-110448.06,-100283.0,-1202371.72,True,Budget,2022
,Total Operating Expenses,-1563395.93,-1595720.45,-1614248.9,,-1655590.53,-1651199.0,-1652717.53,-1647160.6,-1614115.0,-1654841.48,-1680010.07,-1648206.34,-19559201.7,False,Budget,2022
,EBITDA,1002170.1,1077485.409999999,1291127.539999999,1225968.0,1261040.0,1336964.0,1351304.089999999,1184067.0,1101810.080000001,1359746.209999999,1363545.959999999,1469974.86,15025203.26,False,Budget,2022
,OTHER INCOME / (EXPENSE),,,,,,,,,,,,,,False,Budget,2022
7001,  Interest Income,2858.61,3283.5,3455.59,,3195.37,3733.09,3125.0,2933.91,2903.19,,3117.64,2913.0,37629.66,True,Budget,2022
7002,  Interest Expense,-3841.88,-3569.58,-4055.5,-3915.81,-3919.78,-3784.82,-3977.46,-3677.41,-3972.38,-3934.0,-3884.0,-3907.0,-46439.8,True,Budget,2022
,Total Other,-983.27,-286.0,-599.9099999999999,-822.0,-724.4099999999999,-52.0,-852.1399999999999,-743.5,-1069.19,-917.5799999999999,-766.54,-993.9299999999998,-8810.14,False,Budget,2022
,Net Income,1001186.83,,1290527.629999999,1225146.0,1260315.66,1336912.06,1350452.0,1183324.0,1100740.890000001,1358829.0,1362779.419999999,1468980.93,15016393.12,False,Budget,2022
